class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
biceps,0.4924891,0.049977463,-0.260941625,0.999482214,0.512438595,0.009519485,-0.287061632,0.999464929,0.523413062,0.008222826,-0.287240386,0.99955982,0.535072446,0.006991996,-0.287404716,0.999424458,0.492075771,0.010719302,-0.246357694,0.99952513,0.488406122,0.010234478,-0.246386573,0.999513745,0.485509455,0.009606836,-0.246821269,0.999467373,0.567393959,0.020047419,-0.290185779,0.99962455,0.505873263,0.023549786,-0.092094027,0.99976325,0.515237093,0.082037315,-0.252453804,0.999635994,0.490645736,0.085496418,-0.194873303,0.999592781,0.644650638,0.202520341,-0.227466628,0.997145176,0.455856264,0.229654476,0.043515999,0.999117434,0.72263813,0.453640223,-0.532402158,0.991886854,0.389137536,0.459111452,0.331548154,0.983136296,0.652264655,0.262769878,-0.859628618,0.989177048,0.302418292,0.314252198,0.47352159,0.995357811,0.625431955,0.220766589,-0.901428759,0.978060126,0.279370278,0.277979821,0.508703589,0.990007043,0.630520761,0.177629575,-0.849743664,0.9755404,0.285389692,0.245671719,0.482547253,0.990422189,0.628577352,0.197031289,-0.839755714,0.972973883,0.294122428,0.257840335,0.46644181,0.990022421,0.576529503,0.807688892,-0.078096911,0.992678523,0.447911084,0.78395474,0.078908689,0.994672239,0.576733708,1.192217231,-0.14192453,0.653089821,0.444906712,1.184038043,0.266166687,0.526514709,0.56948328,1.51404345,0.078302182,0.09137173,0.454904944,1.523725986,0.569341004,0.071501464,0.573243082,1.551317334,0.094011351,0.105573229,0.466944486,1.577416897,0.59539783,0.06927105,0.545295596,1.653311968,-0.091913387,0.052809101,0.422531098,1.628864884,0.421525002,0.027946718
biceps,0.4952932,0.049729243,-0.264998019,0.999444604,0.514761269,0.009353513,-0.290756375,0.999443352,0.525284648,0.008077098,-0.290932238,0.999539196,0.536276877,0.00688995,-0.291071385,0.99940455,0.49438554,0.010426575,-0.249300703,0.999501169,0.490532458,0.009850384,-0.249330252,0.999483526,0.48743397,0.009132874,-0.249745175,0.999436557,0.567479074,0.020110227,-0.287053347,0.999612033,0.506602168,0.023403196,-0.092502795,0.999746025,0.517347753,0.081081107,-0.256870657,0.999625504,0.493247747,0.08479429,-0.198874921,0.999569595,0.64515847,0.201993376,-0.222923979,0.997098148,0.457538515,0.229786783,0.04076612,0.999057233,0.722490132,0.456243277,-0.527561247,0.991565824,0.388698071,0.461040407,0.279218435,0.981344342,0.650324643,0.25945127,-0.820144355,0.988812745,0.302898407,0.313338161,0.320917457,0.995039582,0.621159852,0.216835141,-0.859725595,0.977253675,0.280207127,0.276718318,0.338948578,0.98937434,0.627708554,0.17826502,-0.814630747,0.974636674,0.286412716,0.244427592,0.316957176,0.989826202,0.623997033,0.198114902,-0.801917672,0.971875131,0.295201451,0.256628215,0.312337786,0.989415646,0.576384962,0.807476401,-0.077481203,0.99220407,0.448383093,0.782724857,0.078305088,0.994294107,0.576844156,1.188441157,-0.113085777,0.661299169,0.444931746,1.179491282,0.257708192,0.528151631,0.568781435,1.511892796,0.079851948,0.093990184,0.454004735,1.519480228,0.539128959,0.072797999,0.572598279,1.549440742,0.096526831,0.108997598,0.46544373,1.573125243,0.562142253,0.07090947,0.543892086,1.649966598,-0.090018958,0.054265011,0.422255486,1.624262094,0.39775452,0.028484046
biceps,0.505156934,0.049785398,-0.260185361,0.999431431,0.52274698,0.009581864,-0.280177087,0.999420941,0.53263545,0.008494282,-0.280365169,0.999528468,0.543045342,0.007595257,-0.280431837,0.999388278,0.501015007,0.010471676,-0.244728714,0.999475181,0.496255428,0.009904453,-0.24478814,0.99946183,0.492297202,0.009194003,-0.245224163,0.999402225,0.570085764,0.023001758,-0.26117596,0.999602854,0.50649941,0.024064314,-0.092038684,0.999734104,0.524797022,0.081159279,-0.247492477,0.999616027,0.499477625,0.084819086,-0.197362989,0.999554098,0.644959629,0.20289278,-0.203927532,0.997124016,0.457378536,0.232222989,0.027411247,0.999000847,0.72227335,0.456303358,-0.511753261,0.991779923,0.388724566,0.462934881,0.222034499,0.981339753,0.65140748,0.258452952,-0.82357353,0.989119589,0.30426085,0.3126598,0.273231179,0.994881392,0.624380827,0.20977585,-0.863868535,0.977913499,0.282512456,0.275874346,0.290482759,0.989125609,0.628175259,0.177051038,-0.821055591,0.975357115,0.288734317,0.244365454,0.273846984,0.989595771,0.624581218,0.193212017,-0.806993008,0.972655594,0.297335029,0.256713569,0.267550647,0.989206493,0.576121151,0.807420373,-0.063275978,0.992115259,0.448380262,0.782294452,0.064114355,0.994148791,0.576525211,1.185958862,-0.095528461,0.665614784,0.445278257,1.1772753,0.205344513,0.532779276,0.567433357,1.5126127,0.082060724,0.093334638,0.453371197,1.520292282,0.440869242,0.072198041,0.571262598,1.550327659,0.097995363,0.109763868,0.462478608,1.572693944,0.460279495,0.071127392,0.542078495,1.649100542,-0.07467515,0.05388153,0.424933404,1.627098083,0.295937717,0.028019488
biceps,0.504986227,0.048952807,-0.258215159,0.99937886,0.523120761,0.00932194,-0.279176116,0.999371886,0.532850921,0.0083768,-0.279356301,0.999490678,0.543061435,0.007569215,-0.279403776,0.999341011,0.502280891,0.00997039,-0.242540032,0.999423504,0.497883946,0.009412876,-0.24261722,0.999407947,0.494280547,0.008734586,-0.243070468,0.999336958,0.570093691,0.023275869,-0.264859498,0.999572217,0.508944035,0.024150468,-0.091796637,0.999706328,0.524694443,0.080900513,-0.24736084,0.999588192,0.499815434,0.084387206,-0.196461603,0.99951458,0.644955873,0.2029953,-0.207768127,0.997059047,0.459580541,0.234394044,0.026930869,0.998904467,0.722034872,0.456297457,-0.511468709,0.991761446,0.38928479,0.464435995,0.238247737,0.980365872,0.651552498,0.25774166,-0.817788184,0.9891482,0.305416077,0.312229306,0.337519586,0.994513214,0.626180589,0.202554137,-0.856499374,0.977936685,0.284157753,0.275363982,0.364464581,0.988475502,0.6300385,0.175772533,-0.814378262,0.975329101,0.29070726,0.243806794,0.341928601,0.988988161,0.62661171,0.191105753,-0.801382303,0.972589433,0.299208969,0.256179899,0.330657065,0.988616109,0.576263368,0.807338119,-0.063523628,0.991952062,0.449551702,0.78240329,0.064364158,0.993951797,0.578005672,1.186030269,-0.100286402,0.672657967,0.45031327,1.17736268,0.209606826,0.532907784,0.568628371,1.513236403,0.08247406,0.094959326,0.455681741,1.521238208,0.445781678,0.0731351,0.572528601,1.550874949,0.098187938,0.11285492,0.464004546,1.573912859,0.46624887,0.072695918,0.543420851,1.650188208,-0.068651222,0.055534508,0.427527279,1.627346277,0.331846416,0.02847835
biceps,0.505648673,0.045656174,-0.259535998,0.999382436,0.524724185,0.007767013,-0.279258817,0.99938041,0.534695506,0.007044567,-0.279445767,0.999493122,0.545076787,0.006488146,-0.279509306,0.999347985,0.503950596,0.007968362,-0.243022621,0.999432623,0.499734849,0.007353584,-0.243102893,0.999413788,0.49632591,0.006710849,-0.243554458,0.999346614,0.571022213,0.023152057,-0.264687657,0.999575973,0.51135397,0.023700669,-0.091549195,0.999706507,0.525577307,0.077559568,-0.247924775,0.999599993,0.500902355,0.080766998,-0.197544962,0.999524236,0.645308435,0.203037173,-0.20750688,0.997071326,0.459957093,0.234947443,0.027784282,0.998895586,0.721872568,0.457256258,-0.51118046,0.991446137,0.389783293,0.46680516,0.163350046,0.979637027,0.652916074,0.263714612,-0.828301072,0.988649726,0.306976527,0.31261155,0.115401387,0.994366765,0.626762509,0.210627958,-0.872307062,0.977084696,0.285474747,0.275292456,0.119640537,0.988238454,0.62927556,0.1768893,-0.829904795,0.974342585,0.291822046,0.244538829,0.103264898,0.988739848,0.62801367,0.195301741,-0.812005937,0.971450448,0.300546288,0.256991088,0.107053131,0.988333106,0.576937675,0.807469845,-0.064960994,0.992005706,0.449439764,0.782443166,0.065759979,0.993990719,0.578257799,1.188441038,-0.10913682,0.682415009,0.450234205,1.180969,0.227397531,0.533542454,0.569122136,1.518784285,0.077212401,0.099579394,0.455709934,1.52652669,0.496058196,0.07569512,0.573045075,1.556281805,0.091016732,0.117493704,0.464323193,1.58112359,0.518633842,0.074801572,0.543804228,1.661104918,-0.087370358,0.058659125,0.426302314,1.631573319,0.365637541,0.029706551
biceps,0.507134914,0.043529779,-0.261796862,0.999370217,0.526567221,0.006695277,-0.279404581,0.999373138,0.536753237,0.006115791,-0.279601276,0.999483585,0.547211051,0.005741571,-0.279675484,0.999339819,0.505203843,0.006624147,-0.24399367,0.999427021,0.500837982,0.005982832,-0.244078115,0.999404967,0.497293979,0.005380982,-0.244524345,0.999339104,0.571897447,0.023103751,-0.262919009,0.999567211,0.511910617,0.023511533,-0.091438614,0.999698222,0.52723217,0.075132564,-0.24848336,0.999601424,0.502066314,0.078413174,-0.199015245,0.999520957,0.645399094,0.203018829,-0.207392037,0.997079372,0.46019873,0.235856771,0.028157854,0.99888289,0.721735716,0.457919419,-0.517466068,0.991089284,0.390193194,0.46805495,0.181769818,0.978941739,0.657602966,0.267662108,-0.870160282,0.988123357,0.307803273,0.312858999,0.16934517,0.994214773,0.632182717,0.216762334,-0.919127405,0.97628665,0.286172152,0.275200695,0.179888636,0.9879812,0.634709477,0.179948732,-0.878120065,0.973448932,0.292452872,0.244978398,0.162441313,0.988482356,0.630780816,0.199633405,-0.855958939,0.97037673,0.301251173,0.257544726,0.161772102,0.988052785,0.578257143,0.807451546,-0.066919774,0.992005527,0.449445277,0.7825014,0.067684367,0.99398303,0.580020368,1.189433098,-0.110108718,0.690438449,0.45095259,1.182341337,0.232895404,0.534412026,0.570044935,1.522600532,0.079113789,0.103214681,0.456454545,1.529658556,0.508094132,0.077677436,0.573518336,1.560438514,0.092913769,0.121157661,0.465339214,1.585123539,0.530909717,0.076580212,0.545958877,1.666185617,-0.088563502,0.060741618,0.426579356,1.633858085,0.370601773,0.030577175
biceps,0.506811023,0.043662064,-0.262686163,0.999343514,0.526308835,0.006627594,-0.280802011,0.999350488,0.536556184,0.006063865,-0.280994982,0.999462664,0.547079444,0.005690613,-0.281077296,0.999313176,0.504997551,0.006582356,-0.244623661,0.99940902,0.500708461,0.005950471,-0.244709313,0.999386191,0.497209281,0.005350532,-0.245151192,0.999322951,0.57186693,0.022682168,-0.263391018,0.9995507,0.51185745,0.023273248,-0.089822665,0.999692678,0.527053237,0.075288877,-0.248923436,0.99959451,0.501880765,0.078549087,-0.199175045,0.99951297,0.645947039,0.203046829,-0.204105765,0.996989191,0.460131168,0.235743925,0.028757351,0.99888283,0.721646249,0.458500087,-0.517646432,0.990561604,0.389705479,0.468303978,0.198311031,0.978568614,0.663782299,0.265771985,-0.872228444,0.987196982,0.30761084,0.312655807,0.219558626,0.994082868,0.640081406,0.215141416,-0.918815553,0.974755049,0.286040813,0.275015682,0.235008746,0.987765491,0.634774804,0.179201961,-0.878866136,0.97173965,0.292425573,0.244725063,0.217581272,0.988280475,0.632310927,0.199595779,-0.858694792,0.968520224,0.301219255,0.257313788,0.212987065,0.987807214,0.578393161,0.807287812,-0.066740505,0.991980791,0.448873907,0.782126188,0.067504644,0.994013846,0.578958511,1.189937115,-0.110376664,0.698028326,0.45007664,1.182471991,0.230545565,0.541750371,0.567710042,1.523188829,0.09252397,0.107581593,0.454431117,1.529914379,0.511154294,0.080866091,0.570261717,1.56093061,0.107550271,0.12566036,0.462949336,1.585335493,0.535273969,0.07900662,0.544407785,1.666528106,-0.077139109,0.063855544,0.425904095,1.634990096,0.370412171,0.031759124
biceps,0.50656563,0.043726433,-0.263860345,0.999305904,0.526100695,0.00663996,-0.282598257,0.999315917,0.536409736,0.006073038,-0.282789081,0.999432921,0.547003746,0.005691389,-0.282876909,0.999273837,0.504814386,0.006618158,-0.245793596,0.999380231,0.500576556,0.005988142,-0.245876402,0.999357343,0.497164637,0.005388009,-0.246313706,0.999295473,0.571833014,0.022470895,-0.264018625,0.999527276,0.511777103,0.02318687,-0.089122698,0.999682963,0.526913404,0.075363226,-0.249475271,0.999582708,0.501726449,0.078669555,-0.199236497,0.999498129,0.646461546,0.203086704,-0.202197969,0.996906459,0.459922701,0.235745162,0.029184196,0.998880684,0.721577287,0.458754927,-0.518269658,0.990032494,0.389356971,0.468297809,0.202883482,0.978104055,0.66786015,0.265185803,-0.876363039,0.986196399,0.307457507,0.312534958,0.229660705,0.993968487,0.645191371,0.214541167,-0.922386348,0.973101854,0.285944313,0.274948418,0.246333197,0.987589061,0.644436657,0.179118723,-0.88358146,0.969923139,0.292377591,0.244532794,0.230186105,0.988118649,0.633448064,0.199635774,-0.863495052,0.966543257,0.301202536,0.257129461,0.223666221,0.987604439,0.578522682,0.807157516,-0.066517115,0.991923928,0.448490471,0.781730592,0.067278102,0.994022369,0.578661382,1.190393686,-0.110871725,0.706736565,0.449302614,1.182652116,0.229139805,0.549991608,0.566743016,1.523560882,0.098322622,0.112431638,0.452945292,1.530237675,0.514914215,0.084306605,0.568754554,1.561222076,0.113925181,0.130756289,0.461319298,1.585482836,0.540086746,0.081715547,0.543901861,1.666854858,-0.070517488,0.066738658,0.425089598,1.635408401,0.37155506,0.032972831
biceps,0.504738927,0.043987669,-0.268774331,0.999313176,0.525217891,0.006275279,-0.291977525,0.999324977,0.535438716,0.005679984,-0.292143017,0.999439716,0.546120584,0.005294833,-0.292213947,0.999281406,0.504522145,0.006434481,-0.254586518,0.999387205,0.500376999,0.005857495,-0.25468111,0.999361694,0.496987671,0.005279569,-0.255164325,0.999296129,0.571798623,0.021880396,-0.281722397,0.99953723,0.511446297,0.022448448,-0.102371171,0.999690115,0.523950279,0.075997427,-0.256107062,0.999598444,0.500633299,0.079089172,-0.204832152,0.999517441,0.646458089,0.202577114,-0.216414139,0.997009933,0.459781528,0.234009832,0.024099821,0.998912275,0.721516788,0.460773081,-0.523151577,0.98988539,0.38906464,0.468280226,0.27025193,0.977352202,0.667820394,0.254845232,-0.872751057,0.985819519,0.307370394,0.312462538,0.399090648,0.993653953,0.646430135,0.205247238,-0.919160306,0.972496271,0.28586036,0.274847358,0.435682565,0.98703903,0.645932257,0.178540915,-0.877512515,0.969245493,0.292327851,0.244261354,0.409679621,0.987600863,0.639842629,0.193767771,-0.861311972,0.965820551,0.301178634,0.257001936,0.392664731,0.987067699,0.581105828,0.807157874,-0.067833245,0.992145956,0.451064676,0.784705579,0.068633214,0.994108737,0.582989514,1.196559072,-0.146806106,0.718403518,0.453382343,1.185988545,0.251662463,0.553609073,0.568540871,1.523905158,0.087470807,0.120475799,0.454477191,1.531134367,0.596468687,0.089215808,0.570269763,1.561207056,0.105750896,0.14103505,0.462685257,1.586094975,0.6277318,0.086341217,0.545249462,1.671559572,-0.070929565,0.072586432,0.425917208,1.639764071,0.468548447,0.035368565
biceps,0.502062321,0.045085464,-0.26728943,0.99935329,0.523486972,0.006498336,-0.291695386,0.999362588,0.53413403,0.005931708,-0.291853517,0.99947226,0.545484662,0.005555629,-0.291913778,0.999320209,0.503232658,0.006541456,-0.253137112,0.999421954,0.499117285,0.00591736,-0.253240854,0.999398708,0.495667607,0.00529653,-0.253742665,0.999334633,0.571973085,0.022101002,-0.281676292,0.99956584,0.510982156,0.022463169,-0.09880805,0.999710739,0.521359682,0.078922048,-0.255627036,0.999621987,0.498022586,0.080130607,-0.202215657,0.99954927,0.646633983,0.200366974,-0.215119839,0.997064233,0.45876053,0.230869502,0.026842598,0.998957396,0.72259593,0.457489103,-0.522311926,0.989983439,0.386449516,0.466308981,0.287560999,0.977731943,0.684855819,0.221093744,-0.8494187,0.985599995,0.304032773,0.306609988,0.421165466,0.993555129,0.681211114,0.15881291,-0.889230251,0.972090364,0.282308489,0.266621947,0.458338976,0.986846983,0.683214188,0.128761232,-0.853242457,0.968771935,0.288683087,0.234635681,0.433837146,0.987428606,0.665818691,0.157062799,-0.838914573,0.965465069,0.297366023,0.248097301,0.415116817,0.986943543,0.583441138,0.805790544,-0.068858989,0.992385209,0.451033324,0.783972859,0.069761403,0.994257033,0.589109421,1.196385622,-0.17174685,0.732841551,0.452351481,1.18516171,0.262809008,0.565205216,0.577087998,1.522901297,0.040233016,0.128793597,0.453092933,1.529559374,0.591119826,0.094401553,0.578446209,1.560229063,0.055799589,0.152129203,0.461264729,1.584996462,0.619878232,0.093437962,0.554546058,1.670886755,-0.12461555,0.076750785,0.424451023,1.637804031,0.457306713,0.037200276
biceps,0.499437362,0.044679798,-0.282868385,0.999373078,0.521786511,0.006225659,-0.304257065,0.99938333,0.53205508,0.005727047,-0.304370075,0.999490261,0.543194592,0.005396566,-0.304347038,0.999337554,0.502698898,0.006239692,-0.262250185,0.999442041,0.498817086,0.005668804,-0.262374073,0.999423206,0.495549649,0.005038694,-0.2628479,0.999360263,0.571208954,0.022101671,-0.28617242,0.999576867,0.511269808,0.022476813,-0.094908044,0.999725044,0.517631054,0.078945488,-0.268868595,0.9996292,0.496183723,0.08014518,-0.210693046,0.999562919,0.646545291,0.200388744,-0.228259951,0.997046888,0.455907732,0.234319687,0.049705386,0.998960257,0.724216521,0.450625092,-0.58120501,0.990117252,0.377070755,0.466614068,0.340598136,0.97852087,0.693977416,0.192960814,-0.950084269,0.985583246,0.301248521,0.302517414,0.502469063,0.993684649,0.699227989,0.128906339,-0.998850524,0.971844971,0.281119496,0.260245502,0.548507929,0.986929178,0.694586933,0.113207236,-0.959512115,0.968509436,0.288369626,0.228444651,0.528859198,0.987505555,0.685017169,0.140149325,-0.939588249,0.965450525,0.296527863,0.243083805,0.500038624,0.987071872,0.587635338,0.807852268,-0.08738856,0.992663324,0.452459097,0.793825567,0.088345602,0.994411707,0.59100759,1.206221581,-0.218508899,0.734935939,0.455408543,1.199351549,0.28374958,0.559254467,0.580196321,1.533951998,0.04465339,0.125909701,0.458429366,1.544835925,0.663630605,0.092532203,0.583936632,1.570667028,0.063653819,0.148255795,0.465736449,1.598189116,0.6983127,0.093726516,0.555011213,1.681006432,-0.126916602,0.074042834,0.435597897,1.656523943,0.51958096,0.036628962
biceps,0.498691738,0.044588111,-0.29798761,0.999400914,0.521097898,0.006028236,-0.317869663,0.999414086,0.531168759,0.005573229,-0.317962199,0.999515235,0.542191386,0.005283517,-0.317893356,0.999365985,0.502511978,0.006067582,-0.274484038,0.999470055,0.498711348,0.005544661,-0.274614185,0.999453783,0.495501131,0.004932926,-0.275072545,0.999393582,0.570922792,0.022055613,-0.294094741,0.99959439,0.511236846,0.022490909,-0.094459333,0.999741375,0.516675413,0.079024345,-0.282292455,0.999642611,0.49557817,0.080209523,-0.222147584,0.999582171,0.646438837,0.200429991,-0.236679494,0.997091532,0.454367846,0.23536773,0.055123474,0.998979926,0.724818408,0.44760862,-0.59743619,0.990262389,0.372796685,0.467641264,0.344287395,0.979369998,0.698765695,0.185304806,-0.976950109,0.985894561,0.299976051,0.301055491,0.501973629,0.993895948,0.703089714,0.119311787,-1.0284971,0.972223639,0.279997379,0.258673012,0.549270988,0.987188935,0.70775038,0.106457472,-0.987173021,0.968909264,0.287958115,0.226588801,0.528349221,0.987745464,0.693308651,0.125448793,-0.965975046,0.966090143,0.295926213,0.240897819,0.499310881,0.987366796,0.590873659,0.808694243,-0.09614151,0.992988586,0.453668773,0.797271848,0.097125769,0.994597077,0.591995895,1.210013866,-0.235729083,0.73495996,0.457152933,1.204766512,0.299438655,0.550408304,0.581556678,1.539275408,0.036916167,0.122265004,0.461354882,1.550639272,0.692064285,0.089937307,0.586332619,1.575605273,0.057311017,0.143128887,0.468200207,1.603163958,0.728152156,0.093138203,0.555155575,1.685955048,-0.140478894,0.071321249,0.440940589,1.663363218,0.547037363,0.03590703
biceps,0.498604715,0.046127308,-0.310099274,0.999443889,0.520944834,0.007365405,-0.329722136,0.999454319,0.530937135,0.006852446,-0.329818428,0.999550223,0.542022228,0.006615373,-0.329697251,0.999408066,0.502404571,0.007641221,-0.286258608,0.999504745,0.49857977,0.007091239,-0.286403269,0.999492228,0.495340675,0.006416883,-0.28684625,0.999433041,0.570949852,0.023394251,-0.296647668,0.999623358,0.511124372,0.023894351,-0.094208889,0.999759912,0.516698658,0.081555955,-0.290409982,0.999666154,0.495437324,0.082005858,-0.230724558,0.999609947,0.646486282,0.205117345,-0.237141445,0.99730593,0.452984482,0.235376507,0.059899081,0.999043584,0.727085888,0.457296908,-0.595221758,0.990935564,0.3704243,0.467850685,0.326459378,0.980893433,0.70184046,0.191761851,-0.987364292,0.986955583,0.29898566,0.298282415,0.452635527,0.994315624,0.701485991,0.126212984,-1.042268634,0.974173546,0.279508948,0.255228996,0.492711067,0.987923205,0.702494562,0.114000663,-0.995337009,0.971086025,0.287618786,0.224120542,0.473904192,0.988442898,0.689558148,0.128152713,-0.972933233,0.968466401,0.295411229,0.238534778,0.449938565,0.988134861,0.595071733,0.808683515,-0.095268942,0.993425488,0.456586719,0.803353012,0.096309699,0.994898498,0.600058019,1.21186471,-0.241289824,0.729692042,0.462130606,1.212586403,0.296016991,0.541979849,0.592835128,1.550040007,0.045987405,0.114012785,0.46683833,1.56305325,0.706296325,0.084285229,0.59888339,1.587757468,0.062279277,0.133824259,0.47103405,1.613307953,0.745363355,0.089246288,0.56396395,1.695212007,-0.129202038,0.065957181,0.45704186,1.68133831,0.557552636,0.03365621
biceps,0.498385429,0.046986062,-0.331293046,0.999480307,0.520592213,0.008137633,-0.350888938,0.999489963,0.530378401,0.007568615,-0.350978971,0.999580681,0.541396201,0.007330245,-0.350850284,0.999444723,0.50231868,0.008503532,-0.305514246,0.999534905,0.498507053,0.007893504,-0.305641294,0.999525309,0.495300531,0.007158509,-0.306059361,0.999467552,0.570904434,0.024016691,-0.311648339,0.999648631,0.511178195,0.024464909,-0.097633012,0.99977535,0.516455948,0.082800932,-0.309118509,0.999686122,0.495290428,0.082848959,-0.247162774,0.999631882,0.646501184,0.208788902,-0.248777911,0.997487187,0.452322155,0.235492274,0.059953615,0.999088883,0.729074478,0.460660875,-0.623614073,0.991471708,0.368648916,0.468876541,0.31287393,0.982079387,0.703492701,0.196889997,-1.036155581,0.987870097,0.298223257,0.296426982,0.437988967,0.994664609,0.701239645,0.132787243,-1.096957803,0.975769758,0.279263079,0.253865808,0.473679513,0.988490939,0.701488495,0.119205594,-1.049674511,0.972872078,0.287515044,0.223288611,0.448837936,0.988984227,0.692099869,0.132145479,-1.022209525,0.970387518,0.295192808,0.23750338,0.431531429,0.988730609,0.594771981,0.809721947,-0.097728692,0.993723989,0.456804067,0.804853439,0.098802499,0.995096385,0.600085497,1.215364695,-0.238451988,0.726570785,0.461437672,1.217643857,0.307546139,0.534823,0.595204413,1.558211088,0.066778034,0.107100435,0.466151923,1.570009232,0.740350664,0.079671435,0.601946473,1.597291231,0.092524022,0.125946134,0.470945805,1.620471358,0.781418025,0.085982814,0.564515829,1.702699661,-0.125639647,0.06141448,0.454781532,1.689256072,0.584283531,0.031907883
biceps,0.500030279,0.048822574,-0.319947481,0.999506414,0.521272361,0.010526937,-0.344975322,0.999508381,0.531304359,0.009910443,-0.345046043,0.999599278,0.542601943,0.009737944,-0.345014811,0.999464631,0.502524674,0.011201176,-0.296943843,0.999550581,0.498610407,0.010599655,-0.297057718,0.99954623,0.495286494,0.009889125,-0.297495127,0.999486625,0.57147193,0.02510412,-0.271759301,0.999663055,0.510110676,0.026030645,-0.090278596,0.99978447,0.520188093,0.083658889,-0.304780811,0.999691069,0.49633643,0.084179901,-0.241591871,0.999642491,0.646817446,0.210839659,-0.197842285,0.997627735,0.448747188,0.236066028,0.058992315,0.999127388,0.728964269,0.465403616,-0.576023042,0.991816044,0.363116294,0.469250828,0.199688762,0.98337692,0.715562463,0.202771515,-0.98523128,0.988651395,0.29684785,0.293465793,0.203234941,0.994957745,0.718966246,0.138365656,-1.042135596,0.977304578,0.279272616,0.246920228,0.216321751,0.988999963,0.719147146,0.119017921,-0.999302566,0.974600673,0.287591636,0.219198629,0.206419542,0.989475965,0.708393455,0.138104498,-0.972523332,0.972276807,0.29511112,0.234510109,0.199767083,0.989290833,0.597667992,0.808475018,-0.077675335,0.993973136,0.45747754,0.804652333,0.078908041,0.995296359,0.601462781,1.214593172,-0.204853058,0.715302289,0.465619504,1.217664242,0.215526998,0.531006157,0.597851753,1.559742928,0.1333635,0.098595843,0.473840952,1.574437618,0.591296017,0.074058756,0.603489578,1.599220872,0.16007024,0.116211019,0.475689262,1.622981787,0.626491487,0.080565207,0.568728805,1.701814651,-0.04986329,0.056211144,0.478050977,1.696508765,0.414940506,0.029518055
biceps,0.501493752,0.049103487,-0.317991853,0.999522626,0.522123396,0.010901966,-0.330275595,0.999512553,0.53244698,0.010336539,-0.330405086,0.999607682,0.544029117,0.0102711,-0.330309272,0.999467969,0.502722502,0.011639131,-0.293720603,0.999556303,0.49867183,0.011092586,-0.293915689,0.999559283,0.495246053,0.01047222,-0.294350356,0.999497533,0.571958542,0.025452653,-0.245944753,0.999667168,0.508821487,0.02670997,-0.082655653,0.999790549,0.523173571,0.0836775,-0.286691338,0.999682128,0.497064918,0.084445044,-0.237588659,0.999641895,0.647405863,0.211765617,-0.173782691,0.997690737,0.446619391,0.237602711,0.057642143,0.999149442,0.728837132,0.466284603,-0.546693683,0.992169082,0.359946102,0.471505314,0.195129693,0.984582245,0.720104337,0.202547163,-0.967922747,0.98928684,0.295571357,0.290905386,0.21467495,0.995224357,0.723694682,0.137119621,-1.021796823,0.978562355,0.279106468,0.241182476,0.232791185,0.989491999,0.723615408,0.114783406,-0.979357719,0.975999177,0.287594259,0.214648843,0.225133941,0.989945531,0.715540469,0.138012692,-0.954857528,0.973828077,0.294929773,0.231100202,0.212971717,0.989809513,0.599389732,0.808516979,-0.07333383,0.994168699,0.458147317,0.804282784,0.074532859,0.995474637,0.602216184,1.214361429,-0.181595415,0.70932579,0.467527956,1.220029116,0.2099711,0.530153692,0.599200845,1.561366916,0.133567944,0.091762558,0.478073001,1.578572989,0.562744558,0.069750495,0.605014205,1.600613952,0.158232495,0.108701468,0.48020345,1.626726508,0.595343232,0.077100575,0.569673896,1.703070402,-0.040865906,0.052036881,0.480365396,1.701327324,0.397055596,0.027679345
